season,week,celebrity_name,p_min,p_max,rel_width
4,4,John Ratzenberger,0.0,0.7532315789473685,2.0
4,4,Ian Ziering,0.04200526315789474,0.7952368421052632,1.7993160501898462
4,4,Clyde Drexler,0.0,0.7532315789473685,2.0
4,4,Laila Ali,0.02621578947368421,0.7794473684210527,1.8698424312106405
4,4,Apolo Anton Ohno,0.0525315789473684,0.8057631578947368,1.7551816331035839
4,4,Heather Mills,0.036742105263157895,0.7899736842105264,1.822226183503527
4,4,Billy Ray Cyrus,0.02621578947368421,0.7794473684210527,1.8698424312106405
4,4,Joey Fatone,0.06305789473684212,0.8162894736842106,1.7131604778663603
4,4,Leeza Gibbons,0.0,0.08429941520467837,2.0
4,5,John Ratzenberger,0.028309090909090912,0.6199181818181819,1.8253137928616505
4,5,Ian Ziering,0.0624,0.654009090909091,1.6515957109320474
4,5,Clyde Drexler,0.0,0.07395113636363639,2.0
4,5,Laila Ali,0.08512727272727273,0.6767363636363637,1.5530576934550446
4,5,Apolo Anton Ohno,0.09649090909090909,0.6881,1.508070216094085
4,5,Heather Mills,0.04535454545454545,0.6369636363636364,1.7341149823462796
4,5,Billy Ray Cyrus,0.022627272727272735,0.6142363636363637,1.8578830918563987
4,5,Joey Fatone,0.06808181818181817,0.6596909090909091,1.6258072575104618
4,6,John Ratzenberger,0.0,0.9121647058823529,2.0
4,6,Ian Ziering,0.005782352941176449,0.9179470588235293,1.9749608365067437
4,6,Laila Ali,0.02931176470588236,0.9414764705882352,1.8792248869929833
4,6,Apolo Anton Ohno,0.02931176470588236,0.9414764705882352,1.8792248869929833
4,6,Heather Mills,0.0,0.13537983193277311,2.0
4,6,Billy Ray Cyrus,0.0,0.9121647058823529,2.0
4,6,Joey Fatone,0.023429411764705883,0.9355941176470588,1.9022780524307812
4,7,John Ratzenberger,0.0,0.1457144012944984,2.0
4,7,Ian Ziering,0.029026213592232997,0.8805588996763754,1.8723540516711983
4,7,Laila Ali,0.04520744336569578,0.8967401294498382,1.8080256495355969
4,7,Apolo Anton Ohno,0.029026213592232997,0.8805588996763754,1.8723540516711983
4,7,Billy Ray Cyrus,0.0,0.8515326860841423,2.0
4,7,Joey Fatone,0.04520744336569578,0.8967401294498382,1.8080256495355969
4,8,Ian Ziering,0.035756573705179276,0.7931286852589642,1.8274474141337045
4,8,Laila Ali,0.05966095617529883,0.8170330677290838,1.7277912040070853
4,8,Apolo Anton Ohno,0.07958127490039839,0.8369533864541833,1.6526862397859252
4,8,Billy Ray Cyrus,0.0,0.15147442231075697,2.0
4,8,Joey Fatone,0.06762908366533864,0.8250011952191235,1.6969447025711204
4,9,Ian Ziering,0.0,0.24480073839662445,2.0
4,9,Laila Ali,0.00833881856540088,0.9875417721518986,1.9665067533472274
4,9,Apolo Anton Ohno,0.004119409282700453,0.9833223628691983,1.9833128012248329
4,9,Joey Fatone,0.00833881856540088,0.9875417721518986,1.9665067533472274
5,1,Cameron Mathison,0.019355252918287952,0.7675369649805446,1.9016116694102245
5,1,Jane Seymour,0.031028404669260715,0.7792101167315173,1.8468184177882958
5,1,Sabrina Bryan,0.03881050583657587,0.7869922178988324,1.8120107637280647
5,1,Jennie Garth,0.019355252918287952,0.7675369649805446,1.9016116694102245
5,1,Floyd Mayweather Jr. ,0.007682101167315175,0.7558638132295717,1.9597556556981481
5,1,Josie Maran,0.0,0.06234847600518805,2.0
5,1,Albert Reed,0.019355252918287952,0.7675369649805446,1.9016116694102245
5,1,Helio Castroneves,0.0349194552529183,0.7831011673151749,1.8292490223862954
5,1,Mel B,0.031028404669260715,0.7792101167315173,1.8468184177882958
5,1,Wayne Newton,0.011573151750972763,0.7597548638132293,1.9399832417988483
5,1,Marie Osmond,0.019355252918287952,0.7675369649805446,1.9016116694102245
5,1,Mark Cuban,0.019355252918287952,0.7675369649805446,1.9016116694102245
5,2,Cameron Mathison,0.0,0.9331731092436975,2.0
5,2,Jane Seymour,0.0,0.9331731092436975,2.0
5,2,Sabrina Bryan,0.020908403361344533,0.954081512605042,1.9142210477505475
5,2,Jennie Garth,0.0,0.9331731092436975,2.0
5,2,Floyd Mayweather Jr. ,0.0,0.9331731092436975,2.0
5,2,Albert Reed,0.0,0.08832620320855614,2.0
5,2,Helio Castroneves,0.025110084033613454,0.9582831932773109,1.897863511525006
5,2,Mel B,0.008303361344537814,0.9414764705882352,1.9650303741335897
5,2,Wayne Newton,0.0,0.9331731092436975,2.0
5,2,Marie Osmond,0.01250504201680672,0.9456781512605041,1.9477968634618388
5,2,Mark Cuban,0.0,0.9331731092436975,2.0
5,3,Cameron Mathison,0.02082050209205021,0.774858577405858,1.8953321627850845
5,3,Jane Seymour,0.03755690376569036,0.791594979079498,1.8188177363268312
5,3,Sabrina Bryan,0.03755690376569036,0.791594979079498,1.8188177363268312
5,3,Jennie Garth,0.03337280334728032,0.787410878661088,1.8373612727503514
5,3,Floyd Mayweather Jr. ,0.012452301255230117,0.7664903765690378,1.9360553652548005
5,3,Helio Castroneves,0.025004602510460248,0.779042677824268,1.8756063076288216
5,3,Mel B,0.03755690376569036,0.791594979079498,1.8188177363268312
5,3,Wayne Newton,0.0,0.07540380753138078,2.0
5,3,Marie Osmond,0.03337280334728032,0.787410878661088,1.8373612727503514
5,3,Mark Cuban,0.008268200836820078,0.7623062761506278,1.957080328592535
5,4,Cameron Mathison,0.01699401709401709,0.8980358974358976,1.9257116436340882
5,4,Jane Seymour,0.012720512820512803,0.8937623931623934,1.9438687139644633
5,4,Sabrina Bryan,0.029814529914529906,0.9108564102564105,1.8732201511014597
5,4,Jennie Garth,0.01699401709401709,0.8980358974358976,1.9257116436340882
5,4,Floyd Mayweather Jr. ,0.0,0.0983794871794872,2.0
5,4,Helio Castroneves,0.01699401709401709,0.8980358974358976,1.9257116436340882
5,4,Mel B,0.012720512820512803,0.8937623931623934,1.9438687139644633
5,4,Marie Osmond,0.012720512820512803,0.8937623931623934,1.9438687139644633
5,4,Mark Cuban,0.0,0.8810418803418806,2.0
5,5,Cameron Mathison,0.025025628140703516,0.8698467336683416,1.8881376642804677
5,5,Jane Seymour,0.025025628140703516,0.8698467336683416,1.8881376642804677
5,5,Sabrina Bryan,0.035075879396984935,0.8798969849246231,1.8466582747325893
5,5,Jennie Garth,0.02000050251256282,0.8648216080402009,1.9095840744754078
5,5,Helio Castroneves,0.00995025125628141,0.8547713567839196,1.9539724639062386
5,5,Mel B,0.040101005025125605,0.8849221105527637,1.8265945819091307
5,5,Marie Osmond,0.0,0.8448211055276381,2.0
5,5,Mark Cuban,0.0,0.10561513819095476,2.0
5,6,Cameron Mathison,0.0,0.9447444444444445,2.0
5,6,Jane Seymour,0.0,0.9447444444444445,2.0
5,6,Sabrina Bryan,0.0,0.13897460317460317,2.0
5,6,Jennie Garth,0.0110111111111111,0.9557555555555556,1.9544414945580344
5,6,Helio Castroneves,0.016566666666666664,0.9613111111111111,1.9322342033201152
5,6,Mel B,0.027677777777777763,0.9724222222222223,1.8892999588929997
5,6,Marie Osmond,0.0,0.9447444444444445,2.0
5,7,Cameron Mathison,0.003105128205128194,0.9651435897435898,1.987172187692821
5,7,Jane Seymour,0.0,0.1603397435897436,2.0
5,7,Jennie Garth,0.00951538461538461,0.9715538461538462,1.9612040238672093
5,7,Helio Castroneves,0.006310256410256387,0.968348717948718,1.9741027104812465
5,7,Mel B,0.012720512820512803,0.9747589743589744,1.9484728017719293
5,7,Marie Osmond,0.006310256410256387,0.968348717948718,1.9741027104812465
5,8,Cameron Mathison,0.0,0.19399634980988595,2.0
5,8,Jennie Garth,0.0,0.9583749049429658,2.0
5,8,Helio Castroneves,0.022713688212927758,0.9810885931558936,1.9094893939393938
5,8,Mel B,0.01891140684410646,0.9772863117870723,1.9240656488549621
5,8,Marie Osmond,0.0,0.9583749049429658,2.0
5,9,Jennie Garth,0.0,0.24793824786324783,2.0
5,9,Helio Castroneves,0.008447008547008545,0.9915529914529915,1.966211965811966
5,9,Mel B,0.008447008547008545,0.9915529914529915,1.966211965811966
5,9,Marie Osmond,0.0,0.983105982905983,2.0
6,2,Cristian de la Fuente,0.019355252918287946,0.728526459143969,1.896479603091689
6,2,Steve Guttenberg,0.0037910505836575878,0.7129622568093386,1.9788432056354421
6,2,Priscilla Presley,0.023246303501945533,0.7324175097276265,1.8769489654263314
6,2,Marlee Matlin,0.03491945525291829,0.7440906614785993,1.8206983221248556
6,2,Shannon Elizabeth,0.03491945525291829,0.7440906614785993,1.8206983221248556
6,2,Marissa Jaret Winokur,0.023246303501945533,0.7324175097276265,1.8769489654263314
6,2,Jason Taylor,0.04659260700389104,0.755763813229572,1.7677211482132398
6,2,Kristi Yamaguchi,0.04659260700389104,0.755763813229572,1.7677211482132398
6,2,Monica Seles,0.0,0.06447010965688009,2.0
6,2,Penn Jillette,0.0,0.07154474708171207,2.0
6,2,Adam Carolla,0.015464202334630344,0.7246354085603113,1.9164209676266106
6,2,Mario,0.042701556420233454,0.7518727626459144,1.785034298765558
6,3,Cristian de la Fuente,0.01744385964912282,0.9302245614035087,1.9263714638512617
6,3,Steve Guttenberg,0.0,0.09219526315789474,2.0
6,3,Priscilla Presley,0.021829824561403508,0.9346105263157893,1.9087038745641276
6,3,Marlee Matlin,0.0,0.9127807017543859,2.0
6,3,Shannon Elizabeth,0.013057894736842105,0.925838596491228,1.9443691829340526
6,3,Marissa Jaret Winokur,0.0,0.9127807017543859,2.0
6,3,Jason Taylor,0.008671929824561418,0.9214526315789473,1.9627063720950408
6,3,Kristi Yamaguchi,0.02621578947368421,0.93899649122807,1.8913574143311807
6,3,Adam Carolla,0.0,0.9127807017543859,2.0
6,3,Mario,0.0,0.9127807017543859,2.0
6,4,Cristian de la Fuente,0.031011111111111104,0.791811111111111,1.8492451454344128
6,4,Priscilla Presley,0.013233333333333323,0.7740333333333332,1.932763146752477
6,4,Marlee Matlin,0.022122222222222227,0.7829222222222222,1.8900819830513151
6,4,Shannon Elizabeth,0.039900000000000005,0.8007,1.8101356174161312
6,4,Marissa Jaret Winokur,0.022122222222222227,0.7829222222222222,1.8900819830513151
6,4,Jason Taylor,0.044344444444444436,0.8051444444444443,1.7911947053129988
6,4,Kristi Yamaguchi,0.044344444444444436,0.8051444444444443,1.7911947053129988
6,4,Adam Carolla,0.0,0.08453333333333332,2.0
6,4,Mario,0.022122222222222227,0.7829222222222222,1.8900819830513151
6,5,Cristian de la Fuente,0.010104081632653073,0.8679469387755102,1.9539704122069983
6,5,Priscilla Presley,0.0,0.10723035714285714,2.0
6,5,Marlee Matlin,0.005002040816326522,0.8628448979591836,1.976945055203471
6,5,Shannon Elizabeth,0.010104081632653073,0.8679469387755102,1.9539704122069983
6,5,Marissa Jaret Winokur,0.015206122448979596,0.8730489795918367,1.9315236246252112
6,5,Jason Taylor,0.03051224489795919,0.8883551020408164,1.8671745383069216
6,5,Kristi Yamaguchi,0.04071632653061223,0.8985591836734693,1.8266053949526884
6,5,Mario,0.03051224489795919,0.8883551020408164,1.8671745383069216
6,6,Cristian de la Fuente,0.03323333333333332,0.8505000000000001,1.849577549788775
6,6,Marlee Matlin,0.0,0.11675238095238098,2.0
6,6,Shannon Elizabeth,0.016566666666666664,0.8338333333333334,1.922075885857636
6,6,Marissa Jaret Winokur,0.027677777777777763,0.8449444444444446,1.8731282469186106
6,6,Jason Taylor,0.016566666666666664,0.8338333333333334,1.922075885857636
6,6,Kristi Yamaguchi,0.049899999999999986,0.8671666666666668,1.7823495202093635
6,6,Mario,0.03878888888888889,0.8560555555555557,1.8266117015992849
6,7,Cristian de la Fuente,0.0,0.9744100323624596,2.0
6,7,Shannon Elizabeth,0.0,0.16513187702265372,2.0
6,7,Marissa Jaret Winokur,0.003136245954692546,0.9775462783171521,1.9872079052004268
6,7,Jason Taylor,0.012844983818770212,0.9872550161812298,1.9486252022046988
6,7,Kristi Yamaguchi,0.009608737864077666,0.9840187702265373,1.9613185513249642
6,7,Mario,0.0,0.9744100323624596,2.0
6,8,Cristian de la Fuente,0.014881273408239682,0.9926093632958802,1.9409174721189593
6,8,Marissa Jaret Winokur,0.0,0.9777280898876406,2.0
6,8,Jason Taylor,0.0,0.9777280898876406,2.0
6,8,Kristi Yamaguchi,0.007390636704119813,0.9851187265917604,1.970214339622642
6,8,Mario,0.0,0.19858187265917604,2.0
6,9,Cristian de la Fuente,0.018081818181818216,0.9638363636363636,1.9263408356556275
6,9,Marissa Jaret Winokur,0.0,0.23643863636363635,2.0
6,9,Jason Taylor,0.013536363636363642,0.9592909090909091,1.944342170431077
6,9,Kristi Yamaguchi,0.022627272727272735,0.9683818181818181,1.9086697672711928
7,1,Ted McGinley,0.0,0.07747261904761905,2.0
7,1,Cloris Leachman,0.015773015873015873,0.6617142857142857,1.9068734375622343
7,1,Susan Lucci,0.0256936507936508,0.6716349206349207,1.85261667543027
7,1,Cody Linley,0.03363015873015873,0.6795714285714286,1.811384835205434
7,1,Misty May-Treanor,0.03561428571428571,0.6815555555555556,1.801362055876605
7,1,Maurice Greene,0.029661904761904768,0.6756031746031746,1.8317687596918415
7,1,Warren Sapp,0.0375984126984127,0.6835396825396826,1.7914495825601948
7,1,Jeffrey Ross,0.0,0.053828439153439156,2.0
7,1,Toni Braxton,0.04156666666666667,0.6875079365079365,1.7719483493970396
7,1,Lance Bass,0.0375984126984127,0.6835396825396826,1.7914495825601948
7,1,Kim Kardashian,0.0256936507936508,0.6716349206349207,1.85261667543027
7,1,Rocco DiSpirito,0.02172539682539683,0.6676666666666667,1.873944607279936
7,1,Brooke Burke,0.04950317460317459,0.6954444444444444,1.734192454140805
7,2,Cloris Leachman,0.0,0.8513787330316743,2.0
7,2,Susan Lucci,0.01799954751131221,0.8693782805429865,1.9188641097748467
7,2,Cody Linley,0.01799954751131221,0.8693782805429865,1.9188641097748467
7,2,Misty May-Treanor,0.0,0.10280493212669682,2.0
7,2,Maurice Greene,0.008949773755656105,0.8603285067873304,1.9588174514146808
7,2,Warren Sapp,0.031574208144796376,0.8829529411764707,1.8618993075570047
7,2,Toni Braxton,0.027049321266968327,0.8784280542986427,1.880508019319326
7,2,Lance Bass,0.013474660633484157,0.8648533936651585,1.9386349527717461
7,2,Kim Kardashian,0.0,0.08651533936651586,2.0
7,2,Rocco DiSpirito,0.0,0.8513787330316743,2.0
7,2,Brooke Burke,0.031574208144796376,0.8829529411764707,1.8618993075570047
7,4,Cloris Leachman,0.01960443349753695,0.8184339901477834,1.9064270422720664
7,4,Susan Lucci,0.029456650246305425,0.8282862068965519,1.8626317899309566
7,4,Cody Linley,0.024530541871921194,0.8233600985221676,1.8842749727228045
7,4,Maurice Greene,0.009752216748768475,0.8085817733990149,1.9523313616876292
7,4,Warren Sapp,0.01960443349753695,0.8184339901477834,1.9064270422720664
7,4,Toni Braxton,0.01960443349753695,0.8184339901477834,1.9064270422720664
7,4,Lance Bass,0.03930886699507388,0.8381384236453203,1.820803517593018
7,4,Rocco DiSpirito,0.0,0.08875883962780516,2.0
7,4,Brooke Burke,0.03930886699507388,0.8381384236453203,1.820803517593018
7,5,Cloris Leachman,0.0,0.8927076923076922,2.0
7,5,Susan Lucci,0.0,0.8927076923076922,2.0
7,5,Cody Linley,0.030669230769230785,0.923376923076923,1.8714140583426055
7,5,Maurice Greene,0.025541025641025648,0.9182487179487179,1.8917512049076552
7,5,Warren Sapp,0.0152846153846154,0.9079923076923077,1.9337810141136085
7,5,Toni Braxton,0.0,0.1129080128205128,2.0
7,5,Lance Bass,0.0,0.8927076923076922,2.0
7,5,Brooke Burke,0.03579743589743589,0.9285051282051281,1.8515095272789155
7,6,Cloris Leachman,0.0,0.09383571428571429,2.0
7,6,Susan Lucci,0.049899999999999986,0.7067500000000001,1.7362056432961082
7,6,Cody Linley,0.049899999999999986,0.7067500000000001,1.7362056432961082
7,6,Maurice Greene,0.0374,0.6942500000000001,1.795530649900909
7,6,Warren Sapp,0.0624,0.7192500000000002,1.6806754941469968
7,6,Lance Bass,0.07489999999999998,0.7317500000000001,1.6285873675075933
7,6,Brooke Burke,0.06864999999999997,0.7255000000000001,1.6542214946798466
7,7,Susan Lucci,0.0,0.1633486394557823,2.0
7,7,Cody Linley,0.0,0.9458782312925169,2.0
7,7,Maurice Greene,0.006702721088435409,0.9525809523809523,1.9720511407675936
7,7,Warren Sapp,0.0,0.9458782312925169,2.0
7,7,Lance Bass,0.006702721088435409,0.9525809523809523,1.9720511407675936
7,7,Brooke Burke,0.04071632653061226,0.9865945578231292,1.8414644402167468
7,8,Cody Linley,0.0,0.9414764705882352,2.0
7,8,Maurice Greene,0.0,0.18831529411764705,2.0
7,8,Warren Sapp,0.023429411764705883,0.9649058823529412,1.9051762619258763
7,8,Lance Bass,0.007743137254901988,0.9492196078431372,1.9676345299978897
7,8,Brooke Burke,0.02735098039215685,0.9688274509803921,1.8901763799303613
7,9,Cody Linley,0.0,0.22893072139303486,2.0
7,9,Warren Sapp,0.014825373134328319,0.9305482587064677,1.9372718991306712
7,9,Lance Bass,0.05462636815920395,0.9703492537313434,1.7868188589365797
7,9,Brooke Burke,0.014825373134328319,0.9305482587064677,1.9372718991306712
8,2,Gilles Marini,0.033862264150943386,0.8950396226415094,1.8541836780292413
8,2,Denise Richards,0.01122075471698113,0.8723981132075471,1.949205454413454
8,2,David Alan Grier,0.0,0.861177358490566,2.0
8,2,Lawrence Taylor,0.007447169811320753,0.8686245283018867,1.9659974414086896
8,2,Ty Murray,0.007447169811320753,0.8686245283018867,1.9659974414086896
8,2,Shawn Johnson,0.02254150943396226,0.8837188679245283,1.9005075803946552
8,2,Steve Wozniak,0.0,0.861177358490566,2.0
8,2,Belinda Carlisle,0.0,0.06801683599419447,2.0
8,2,Chuck Wicks,0.007447169811320753,0.8686245283018867,1.9659974414086896
8,2,Lil' Kim,0.018767924528301883,0.8799452830188679,1.916467569984758
8,2,Steve-O,0.0,0.861177358490566,2.0
8,2,Holly Madison,0.0,0.861177358490566,2.0
8,2,Melissa Rycroft,0.030088679245283,0.891266037735849,1.8693720075852212
8,3,Gilles Marini,0.04320708661417322,0.7724535433070869,1.788112432895803
8,3,Denise Richards,0.0,0.06308379265091867,2.0
8,3,David Alan Grier,0.03139606299212598,0.7606425196850397,1.841441749536977
8,3,Lawrence Taylor,0.015648031496062993,0.7448944881889767,1.9177006881743142
8,3,Ty Murray,0.02745905511811023,0.756705511811024,1.8599321811969007
8,3,Shawn Johnson,0.04320708661417322,0.7724535433070869,1.788112432895803
8,3,Steve Wozniak,0.0,0.7292464566929138,2.0
8,3,Chuck Wicks,0.02745905511811023,0.756705511811024,1.8599321811969007
8,3,Lil' Kim,0.035333070866141736,0.7645795275590554,1.8233153425226578
8,3,Steve-O,0.0,0.7292464566929138,2.0
8,3,Holly Madison,0.003837007874015755,0.7330834645669295,1.9791727437762383
8,3,Melissa Rycroft,0.04320708661417322,0.7724535433070869,1.788112432895803
8,4,Gilles Marini,0.0742801652892562,0.6371636363636363,1.5823694570579905
8,4,David Alan Grier,0.04122231404958677,0.6041057851239668,1.744487716543702
8,4,Lawrence Taylor,0.02882561983471074,0.5917090909090909,1.8141885097762924
8,4,Ty Murray,0.053619008264462815,0.616502479338843,1.6799445518081706
8,4,Shawn Johnson,0.053619008264462815,0.616502479338843,1.6799445518081706
8,4,Steve Wozniak,0.0,0.056288347107438005,2.0
8,4,Chuck Wicks,0.04122231404958677,0.6041057851239668,1.744487716543702
8,4,Lil' Kim,0.06188347107438017,0.6247669421487603,1.639505227797657
8,4,Steve-O,0.012296694214876034,0.5751801652892561,1.916274528836726
8,4,Holly Madison,0.0,0.07116438016528925,2.0
8,4,Melissa Rycroft,0.0701479338842975,0.6330314049586776,1.6009670363766928
8,5,Gilles Marini,0.03323333333333331,0.943257142857143,1.8638662264767414
8,5,David Alan Grier,0.0,0.10485079365079367,2.0
8,5,Lawrence Taylor,0.0,0.9100238095238097,2.0
8,5,Ty Murray,0.0,0.9100238095238097,2.0
8,5,Shawn Johnson,0.018947619047619036,0.9289714285714287,1.9200454127587752
8,5,Chuck Wicks,0.004661904761904759,0.9146857142857144,1.9797164656096715
8,5,Lil' Kim,0.018947619047619036,0.9289714285714287,1.9200454127587752
8,5,Steve-O,0.0,0.9100238095238097,2.0
8,5,Melissa Rycroft,0.014185714285714291,0.9242095238095239,1.939532027828664
8,6,Gilles Marini,0.053663440860215045,0.7425354838709679,1.7304018420857166
8,6,Lawrence Taylor,0.03215806451612903,0.7210301075268819,1.829216306310808
8,6,Ty Murray,0.010652688172043016,0.6995247311827959,1.9399998485915226
8,6,Shawn Johnson,0.053663440860215045,0.7425354838709679,1.7304018420857166
8,6,Chuck Wicks,0.03753440860215054,0.7264064516129034,1.8034695586693223
8,6,Lil' Kim,0.06441612903225807,0.7532881720430109,1.6848927958551678
8,6,Steve-O,0.0,0.08610900537634411,2.0
8,6,Melissa Rycroft,0.05903978494623657,0.7479118279569894,1.7073441133164107
8,7,Gilles Marini,0.03286703296703296,0.8411593406593407,1.84958333542881
8,7,Lawrence Taylor,0.0,0.1154703296703297,2.0
8,7,Ty Murray,0.01638351648351648,0.8246758241758242,1.9220815193816279
8,7,Shawn Johnson,0.03836153846153846,0.8466538461538462,1.8266175294649376
8,7,Chuck Wicks,0.03286703296703296,0.8411593406593407,1.84958333542881
8,7,Lil' Kim,0.02737252747252746,0.8356648351648353,1.8731339862789738
8,7,Melissa Rycroft,0.043856043956043936,0.8521483516483517,1.8042150499654144
8,8,Gilles Marini,0.012720512820512803,0.9778641025641026,1.948634321095028
8,8,Ty Murray,0.003105128205128194,0.968248717948718,1.9872131943784515
8,8,Shawn Johnson,0.003105128205128194,0.968248717948718,1.9872131943784515
8,8,Chuck Wicks,0.0,0.16354487179487176,2.0
8,8,Lil' Kim,0.015925641025641025,0.9810692307692308,1.9361054245064657
8,8,Melissa Rycroft,0.0,0.9651435897435898,2.0
8,9,Gilles Marini,0.014881273408239738,0.9664921348314606,1.9393451125400578
8,9,Ty Murray,0.0,0.9516108614232208,2.0
8,9,Shawn Johnson,0.014881273408239738,0.9664921348314606,1.9393451125400578
8,9,Lil' Kim,0.0,0.19483655430711605,2.0
8,9,Melissa Rycroft,0.018626591760299644,0.9702374531835205,1.924654589857768
8,10,Gilles Marini,0.0546945205479452,0.9317068493150685,1.7782058207987246
8,10,Ty Murray,0.0,0.2192530821917808,2.0
8,10,Shawn Johnson,0.036429680365296854,0.9134420091324201,1.8465911521815732
8,10,Melissa Rycroft,0.0318634703196347,0.908875799086758,1.864517315877584
