season,week,method,celebrity_name,fan_votes,eliminated
2,2,rank,Stacy Keibler,308533.21474211133,False
2,2,rank,Jerry Rice,107967.41869288319,False
2,2,rank,Giselle Fernandez,153213.06017245154,False
2,2,rank,Master P,26624.437654277244,False
2,2,rank,Drew Lachey,217419.681711392,False
2,3,rank,Tia Carrere,156142.59570344473,False
2,3,rank,George Hamilton,77538.11832217434,False
2,3,rank,Lisa Rinna,110031.8274899819,False
2,3,rank,Stacy Keibler,314432.57484927983,False
2,3,rank,Jerry Rice,38504.29004243121,False
2,3,rank,Giselle Fernandez,27133.514595976132,True
2,3,rank,Master P,54640.188480836616,False
2,3,rank,Drew Lachey,221576.8905158754,False
2,4,rank,Tia Carrere,113100.64550562303,False
2,4,rank,George Hamilton,56164.11840741432,False
2,4,rank,Lisa Rinna,160497.45576197942,False
2,4,rank,Stacy Keibler,227756.7311036069,False
2,4,rank,Jerry Rice,79700.67782731086,False
2,4,rank,Master P,39578.185311256435,True
2,4,rank,Drew Lachey,323202.1860828091,False
2,5,rank,Tia Carrere,58478.59508024207,True
2,5,rank,George Hamilton,117761.42917190718,False
2,5,rank,Lisa Rinna,167111.42261381674,False
2,5,rank,Stacy Keibler,336521.07973781653,False
2,5,rank,Jerry Rice,82985.07656569683,False
2,5,rank,Drew Lachey,237142.39683052077,False
2,6,rank,George Hamilton,88139.34142343722,True
2,6,rank,Lisa Rinna,177490.83742611142,False
2,6,rank,Stacy Keibler,357422.654418034,False
2,6,rank,Jerry Rice,125075.67916838119,False
2,6,rank,Drew Lachey,251871.48756403627,False
2,7,rank,Lisa Rinna,137165.34208595802,True
2,7,rank,Stacy Keibler,391970.6931714542,False
2,7,rank,Jerry Rice,194646.88574587594,False
2,7,rank,Drew Lachey,276217.078996712,False
2,8,rank,Stacy Keibler,320127.4733962176,False
2,8,rank,Jerry Rice,225590.01769405883,False
2,8,rank,Drew Lachey,454282.50890972366,False
3,1,percent,Harry Hamlin,80188.67924528301,False
3,1,percent,Vivica A. Fox,103773.58490566035,False
3,1,percent,Monique Coleman,89622.64150943396,False
3,1,percent,Joey Lawrence,99056.6037735849,False
3,1,percent,Mario Lopez,122641.50943396224,False
3,1,percent,Emmitt Smith,113207.54716981131,False
3,1,percent,Shanna Moakler,84905.66037735848,False
3,1,percent,Willa Ford,103773.58490566035,False
3,1,percent,Sara Evans,70754.71698113208,False
3,1,percent,Jerry Springer,75471.69811320755,False
3,1,percent,Tucker Carlson,56603.773584905655,True
3,2,percent,Harry Hamlin,88934.99840946755,False
3,2,percent,Vivica A. Fox,106472.07043498626,False
3,2,percent,Monique Coleman,106262.23676168932,False
3,2,percent,Joey Lawrence,118161.89104523597,False
3,2,percent,Mario Lopez,105847.25133692918,False
3,2,percent,Emmitt Smith,110230.34893366048,False
3,2,percent,Shanna Moakler,80913.87342793458,True
3,2,percent,Willa Ford,103758.27844640147,False
3,2,percent,Sara Evans,85361.69951489111,False
3,2,percent,Jerry Springer,94057.35168880416,False
3,3,percent,Harry Hamlin,95282.88928826206,True
3,3,percent,Vivica A. Fox,124882.38819636425,False
3,3,percent,Monique Coleman,124795.4985784978,False
3,3,percent,Joey Lawrence,114761.23011939874,False
3,3,percent,Mario Lopez,109661.88484574856,False
3,3,percent,Emmitt Smith,109875.6429114505,False
3,3,percent,Willa Ford,108796.86610746148,False
3,3,percent,Sara Evans,110156.12640264916,False
3,3,percent,Jerry Springer,101787.47355016747,False
3,4,percent,Vivica A. Fox,105920.23044763358,True
3,4,percent,Monique Coleman,127621.07637609093,False
3,4,percent,Joey Lawrence,132717.4866657994,False
3,4,percent,Mario Lopez,136788.55098328422,False
3,4,percent,Emmitt Smith,121302.3139129206,False
3,4,percent,Willa Ford,133306.85041597378,False
3,4,percent,Sara Evans,126222.25064965378,False
3,4,percent,Jerry Springer,116121.2405486437,False
3,5,percent,Monique Coleman,146813.67333322074,False
3,5,percent,Joey Lawrence,142758.0545690958,False
3,5,percent,Mario Lopez,150572.53311595236,False
3,5,percent,Emmitt Smith,144222.84617088226,False
3,5,percent,Willa Ford,131608.33081218976,True
3,5,percent,Sara Evans,135741.64555111024,True
3,5,percent,Jerry Springer,148282.91644754887,False
3,6,percent,Monique Coleman,196967.22699972717,False
3,6,percent,Joey Lawrence,200188.00698123837,False
3,6,percent,Mario Lopez,225374.21475042813,False
3,6,percent,Emmitt Smith,206234.35689922565,False
3,6,percent,Jerry Springer,171236.19436938065,False
3,7,percent,Monique Coleman,198862.71012497254,False
3,7,percent,Joey Lawrence,207014.94706272305,False
3,7,percent,Mario Lopez,214144.96016135378,False
3,7,percent,Emmitt Smith,209282.32828181208,False
3,7,percent,Jerry Springer,170695.05436913858,True
3,8,percent,Monique Coleman,241872.45406790392,True
3,8,percent,Joey Lawrence,248425.75311004304,False
3,8,percent,Mario Lopez,260250.76190360502,False
3,8,percent,Emmitt Smith,249451.0309184481,False
3,9,percent,Joey Lawrence,331214.5792610722,False
3,9,percent,Mario Lopez,337063.6983458165,False
3,9,percent,Emmitt Smith,331721.7223931114,False
3,10,percent,Mario Lopez,501497.6709420949,False
3,10,percent,Emmitt Smith,498502.3290579051,False
4,1,percent,John Ratzenberger,82524.2718446602,False
4,1,percent,Ian Ziering,101941.74757281551,False
4,1,percent,Clyde Drexler,77669.90291262136,False
4,1,percent,Laila Ali,111650.4854368932,False
4,1,percent,Apolo Anton Ohno,101941.74757281551,False
4,1,percent,Shandi Finnessey,92233.00970873787,False
4,1,percent,Paulina Porizkova,92233.00970873787,False
4,1,percent,Heather Mills,87378.64077669903,False
4,1,percent,Billy Ray Cyrus,63106.79611650484,False
4,1,percent,Joey Fatone,116504.85436893204,False
4,1,percent,Leeza Gibbons,72815.53398058252,False
4,2,percent,John Ratzenberger,84485.55740118642,False
4,2,percent,Ian Ziering,94474.24419018855,False
4,2,percent,Clyde Drexler,87673.94347594128,False
4,2,percent,Laila Ali,110761.2068924564,False
4,2,percent,Apolo Anton Ohno,104512.12802161214,False
4,2,percent,Shandi Finnessey,85715.69435159101,False
4,2,percent,Paulina Porizkova,75329.04551675759,True
4,2,percent,Heather Mills,93883.77422929097,False
4,2,percent,Billy Ray Cyrus,77337.31817268318,False
4,2,percent,Joey Fatone,105102.59797195309,False
4,2,percent,Leeza Gibbons,80724.48977633945,False
4,3,percent,John Ratzenberger,91603.25687545538,False
4,3,percent,Ian Ziering,107136.49752367787,False
4,3,percent,Clyde Drexler,99699.003691183,False
4,3,percent,Laila Ali,105080.70565433377,False
4,3,percent,Apolo Anton Ohno,108310.83069945769,False
4,3,percent,Shandi Finnessey,76663.22387466923,True
4,3,percent,Heather Mills,106898.254747613,False
4,3,percent,Billy Ray Cyrus,91594.65437244646,False
4,3,percent,Joey Fatone,111424.82499570935,False
4,3,percent,Leeza Gibbons,101588.74756545435,False
4,4,percent,John Ratzenberger,89836.72233814908,False
4,4,percent,Ian Ziering,122458.53671932299,False
4,4,percent,Clyde Drexler,94545.2575948674,False
4,4,percent,Laila Ali,111756.22038149464,False
4,4,percent,Apolo Anton Ohno,129513.71627427722,False
4,4,percent,Heather Mills,119072.68611704007,False
4,4,percent,Billy Ray Cyrus,106277.93914888978,False
4,4,percent,Joey Fatone,137356.82172582817,False
4,4,percent,Leeza Gibbons,89182.09970013057,True
4,5,percent,John Ratzenberger,100907.83793256665,False
4,5,percent,Ian Ziering,135645.63984579383,False
4,5,percent,Clyde Drexler,85090.74418974672,True
4,5,percent,Laila Ali,145443.8504766295,False
4,5,percent,Apolo Anton Ohno,159857.2014731909,False
4,5,percent,Heather Mills,123598.21557274919,False
4,5,percent,Billy Ray Cyrus,104125.84423070215,False
4,5,percent,Joey Fatone,145330.66627862115,False
4,6,percent,John Ratzenberger,133922.3919020695,False
4,6,percent,Ian Ziering,143797.92875431446,False
4,6,percent,Laila Ali,162583.8431949816,False
4,6,percent,Apolo Anton Ohno,168412.9255890142,False
4,6,percent,Heather Mills,110292.9801373636,True
4,6,percent,Billy Ray Cyrus,122157.68601971655,False
4,6,percent,Joey Fatone,158832.24440254018,False
4,7,percent,John Ratzenberger,126496.37954927844,True
4,7,percent,Ian Ziering,169878.8905503068,False
4,7,percent,Laila Ali,187892.66549182264,False
4,7,percent,Apolo Anton Ohno,180155.579152376,False
4,7,percent,Billy Ray Cyrus,149250.10123212636,False
4,7,percent,Joey Fatone,186326.38402408976,False
4,8,percent,Ian Ziering,189961.8323450835,False
4,8,percent,Laila Ali,212635.48593431214,False
4,8,percent,Apolo Anton Ohno,221764.110609233,False
4,8,percent,Billy Ray Cyrus,158695.41890803835,True
4,8,percent,Joey Fatone,216943.15220333307,False
4,9,percent,Ian Ziering,237626.47278730135,True
4,9,percent,Laila Ali,253007.20508727388,False
4,9,percent,Apolo Anton Ohno,254439.03376848155,False
4,9,percent,Joey Fatone,254927.2883569433,False
4,10,percent,Laila Ali,329566.30948421796,False
4,10,percent,Apolo Anton Ohno,337510.0229189369,False
4,10,percent,Joey Fatone,332923.66759684525,False
5,1,percent,Cameron Mathison,81712.06225680935,False
5,1,percent,Jane Seymour,93385.21400778211,False
5,1,percent,Sabrina Bryan,101167.31517509728,False
5,1,percent,Jennie Garth,81712.06225680935,False
5,1,percent,Floyd Mayweather Jr. ,70038.91050583658,False
5,1,percent,Josie Maran,62256.8093385214,True
5,1,percent,Albert Reed,81712.06225680935,False
5,1,percent,Helio Castroneves,97276.2645914397,False
5,1,percent,Mel B,93385.21400778211,False
5,1,percent,Wayne Newton,73929.96108949416,False
5,1,percent,Marie Osmond,81712.06225680935,False
5,1,percent,Mark Cuban,81712.06225680935,False
5,2,percent,Cameron Mathison,87834.16958514454,False
5,2,percent,Jane Seymour,92380.24766689242,False
5,2,percent,Sabrina Bryan,108747.06709597386,False
5,2,percent,Jennie Garth,87834.16958514453,False
5,2,percent,Floyd Mayweather Jr. ,83288.09149470183,False
5,2,percent,Albert Reed,65634.4894536342,True
5,2,percent,Helio Castroneves,109898.92787268889,False
5,2,percent,Mel B,97714.68794888299,False
5,2,percent,Wayne Newton,90944.57348724766,False
5,2,percent,Marie Osmond,95835.83000203817,False
5,2,percent,Mark Cuban,79887.74580765096,False
5,3,percent,Cameron Mathison,95397.97326567277,False
5,3,percent,Jane Seymour,107682.75578567288,False
5,3,percent,Sabrina Bryan,114251.44567905646,False
5,3,percent,Jennie Garth,103243.16155116688,False
5,3,percent,Floyd Mayweather Jr. ,88343.31626846838,False
5,3,percent,Helio Castroneves,106868.54735125517,False
5,3,percent,Mel B,109823.69001635484,False
5,3,percent,Wayne Newton,83570.99477381125,True
5,3,percent,Marie Osmond,106454.56289377922,False
5,3,percent,Mark Cuban,84363.55241476226,False
5,4,percent,Cameron Mathison,111142.30686226345,False
5,4,percent,Jane Seymour,113513.36513876916,False
5,4,percent,Sabrina Bryan,126876.53425538781,False
5,4,percent,Jennie Garth,114359.84745953273,False
5,4,percent,Floyd Mayweather Jr. ,93243.32297039541,True
5,4,percent,Helio Castroneves,115846.7239378282,False
5,4,percent,Mel B,114391.42472890788,False
5,4,percent,Marie Osmond,113009.64740301573,False
5,4,percent,Mark Cuban,97616.82724389968,False
5,5,percent,Cameron Mathison,127622.51331460023,False
5,5,percent,Jane Seymour,128603.09264434883,False
5,5,percent,Sabrina Bryan,140410.9970792843,False
5,5,percent,Jennie Garth,125812.46194829409,False
5,5,percent,Helio Castroneves,120145.97035248873,False
5,5,percent,Mel B,138388.33517444102,False
5,5,percent,Marie Osmond,112691.25659935606,False
5,5,percent,Mark Cuban,106325.37288718685,True
5,6,percent,Cameron Mathison,140401.03771012544,False
5,6,percent,Jane Seymour,141989.18751002089,False
5,6,percent,Sabrina Bryan,125222.52084335417,True
5,6,percent,Jennie Garth,146441.57207153257,False
5,6,percent,Helio Castroneves,147405.2930330863,False
5,6,percent,Mel B,162106.75687741538,False
5,6,percent,Marie Osmond,136433.6319544653,False
5,7,percent,Cameron Mathison,162350.64101641375,False
5,7,percent,Jane Seymour,161028.2446529292,True
5,7,percent,Jennie Garth,168946.51023750997,False
5,7,percent,Helio Castroneves,167356.43344115705,False
5,7,percent,Mel B,177665.07377646439,False
5,7,percent,Marie Osmond,162653.0968755257,False
5,8,percent,Cameron Mathison,187615.61594637265,True
5,8,percent,Jennie Garth,194374.72358378136,False
5,8,percent,Helio Castroneves,210201.62977014176,False
5,8,percent,Mel B,212487.85201568902,False
5,8,percent,Marie Osmond,195320.17868401523,False
5,9,percent,Jennie Garth,237887.05490528792,True
5,9,percent,Helio Castroneves,257271.01473441444,False
5,9,percent,Mel B,258307.86690800122,False
5,9,percent,Marie Osmond,246534.06345229642,False
5,10,percent,Helio Castroneves,347179.0840561671,False
5,10,percent,Mel B,350315.0658683447,False
5,10,percent,Marie Osmond,302505.85007548827,False
6,1,percent,Cristian de la Fuente,86419.75308641975,False
6,1,percent,Steve Guttenberg,74074.07407407407,False
6,1,percent,Priscilla Presley,98765.43209876542,False
6,1,percent,Marlee Matlin,90534.97942386831,False
6,1,percent,Shannon Elizabeth,86419.75308641975,False
6,1,percent,Marissa Jaret Winokur,74074.07407407407,False
6,1,percent,Jason Taylor,90534.97942386831,False
6,1,percent,Kristi Yamaguchi,111111.11111111111,False
6,1,percent,Monica Seles,61728.39506172839,False
6,1,percent,Penn Jillette,65843.62139917695,False
6,1,percent,Adam Carolla,61728.39506172839,False
6,1,percent,Mario,98765.43209876542,False
6,2,percent,Cristian de la Fuente,81047.45900896627,False
6,2,percent,Steve Guttenberg,68357.83722228653,False
6,2,percent,Priscilla Presley,88110.8823528264,False
6,2,percent,Marlee Matlin,92315.73985450198,False
6,2,percent,Shannon Elizabeth,90771.61141067724,False
6,2,percent,Marissa Jaret Winokur,78846.11183928608,False
6,2,percent,Jason Taylor,99608.85419206454,False
6,2,percent,Kristi Yamaguchi,107329.49628580175,False
6,2,percent,Monica Seles,59627.49792472408,True
6,2,percent,Penn Jillette,64366.78663862891,True
6,2,percent,Adam Carolla,69351.65037057943,False
6,2,percent,Mario,100266.07289965685,False
6,3,percent,Cristian de la Fuente,103204.27233948595,False
6,3,percent,Steve Guttenberg,81891.51215845335,True
6,3,percent,Priscilla Presley,108973.75248594431,False
6,3,percent,Marlee Matlin,97100.67017608507,False
6,3,percent,Shannon Elizabeth,104644.89899989727,False
6,3,percent,Marissa Jaret Winokur,90763.44198301475,False
6,3,percent,Jason Taylor,105704.6062718706,False
6,3,percent,Kristi Yamaguchi,119963.77331309226,False
6,3,percent,Adam Carolla,87237.80846344413,False
6,3,percent,Mario,100515.2638087124,False
6,4,percent,Cristian de la Fuente,114375.84855274559,False
6,4,percent,Priscilla Presley,105621.27273525426,False
6,4,percent,Marlee Matlin,106327.28607939338,False
6,4,percent,Shannon Elizabeth,120519.82585198904,False
6,4,percent,Marissa Jaret Winokur,103738.85496994971,False
6,4,percent,Jason Taylor,123730.43943621914,False
6,4,percent,Kristi Yamaguchi,129554.57428463487,False
6,4,percent,Adam Carolla,88409.92649161609,True
6,4,percent,Mario,107721.97159819792,False
6,5,percent,Cristian de la Fuente,120392.52810733968,False
6,5,percent,Priscilla Presley,110413.61499837268,True
6,5,percent,Marlee Matlin,113892.82259271358,False
6,5,percent,Shannon Elizabeth,122919.97059846045,False
6,5,percent,Marissa Jaret Winokur,119205.57300232016,False
6,5,percent,Jason Taylor,136995.81990348652,False
6,5,percent,Kristi Yamaguchi,145769.24011085342,False
6,5,percent,Mario,130410.43068645356,False
6,6,percent,Cristian de la Fuente,144500.77451981773,False
6,6,percent,Marlee Matlin,120927.52788660796,True
6,6,percent,Shannon Elizabeth,135149.53663009393,False
6,6,percent,Marissa Jaret Winokur,140528.19823070458,False
6,6,percent,Jason Taylor,141083.12956364764,False
6,6,percent,Kristi Yamaguchi,165614.84748617024,False
6,6,percent,Mario,152195.9856829579,False
6,7,percent,Cristian de la Fuente,165883.36234123164,False
6,7,percent,Shannon Elizabeth,149602.13256776883,True
6,7,percent,Marissa Jaret Winokur,165139.0235447664,False
6,7,percent,Jason Taylor,171458.4385898752,False
6,7,percent,Kristi Yamaguchi,179850.14401595746,False
6,7,percent,Mario,168066.89894040063,False
6,8,percent,Cristian de la Fuente,206304.3224124949,False
6,8,percent,Marissa Jaret Winokur,199732.08698522823,False
6,8,percent,Jason Taylor,197432.35839800705,False
6,8,percent,Kristi Yamaguchi,208135.10027522143,False
6,8,percent,Mario,188396.13192904845,True
6,9,percent,Cristian de la Fuente,254413.42287906888,False
6,9,percent,Marissa Jaret Winokur,240013.09782742755,True
6,9,percent,Jason Taylor,247473.23994740096,False
6,9,percent,Kristi Yamaguchi,258100.23934610267,False
6,10,percent,Cristian de la Fuente,317842.7946985597,False
6,10,percent,Jason Taylor,332909.4275729862,False
6,10,percent,Kristi Yamaguchi,349247.7777284541,False
7,1,percent,Ted McGinley,63442.06349206349,True
7,1,percent,Cloris Leachman,73462.69841269842,False
7,1,percent,Susan Lucci,73412.69841269843,False
7,1,percent,Cody Linley,81349.20634920636,False
7,1,percent,Misty May-Treanor,83333.33333333334,False
7,1,percent,Maurice Greene,77380.9523809524,False
7,1,percent,Warren Sapp,85317.46031746034,False
7,1,percent,Jeffrey Ross,47619.047619047626,True
7,1,percent,Toni Braxton,89285.7142857143,False
7,1,percent,Lance Bass,85317.46031746034,False
7,1,percent,Kim Kardashian,73412.69841269843,False
7,1,percent,Rocco DiSpirito,69444.44444444447,False
7,1,percent,Brooke Burke,97222.22222222222,False
7,2,percent,Cloris Leachman,91380.67048760908,False
7,2,percent,Susan Lucci,90443.09485571628,False
7,2,percent,Cody Linley,93730.31217350632,False
7,2,percent,Misty May-Treanor,64131.349220640746,True
7,2,percent,Maurice Greene,86368.95741889895,False
7,2,percent,Warren Sapp,103950.54009751743,False
7,2,percent,Toni Braxton,102735.27568208566,False
7,2,percent,Lance Bass,92515.04778577808,False
7,2,percent,Kim Kardashian,79007.60256921464,True
7,2,percent,Rocco DiSpirito,86855.78360978107,False
7,2,percent,Brooke Burke,108881.36609925173,False
7,3,percent,Cloris Leachman,90243.44813586304,False
7,3,percent,Susan Lucci,105536.64148288604,False
7,3,percent,Cody Linley,106975.27204625685,False
7,3,percent,Maurice Greene,113175.73068653198,False
7,3,percent,Warren Sapp,124010.90639383573,False
7,3,percent,Toni Braxton,114056.94279668423,False
7,3,percent,Lance Bass,109584.12252970076,False
7,3,percent,Rocco DiSpirito,100825.97312265015,False
7,3,percent,Brooke Burke,135590.9628055913,False
7,4,percent,Cloris Leachman,101575.2831974291,False
7,4,percent,Susan Lucci,113467.86617174961,False
7,4,percent,Cody Linley,110928.53490013222,False
7,4,percent,Maurice Greene,104017.25368643962,False
7,4,percent,Warren Sapp,114238.08004764537,False
7,4,percent,Toni Braxton,110505.34369801007,False
7,4,percent,Lance Bass,121143.3070325255,False
7,4,percent,Rocco DiSpirito,93228.45912989994,True
7,4,percent,Brooke Burke,130895.87213616863,False
7,5,percent,Cloris Leachman,115378.16360889738,False
7,5,percent,Susan Lucci,117438.57294827726,False
7,5,percent,Cody Linley,135617.7245036341,False
7,5,percent,Maurice Greene,129554.29190446527,False
7,5,percent,Warren Sapp,127371.84943068119,False
7,5,percent,Toni Braxton,110149.95848069224,True
7,5,percent,Lance Bass,117408.25537436352,False
7,5,percent,Brooke Burke,147081.1837489889,False
7,6,percent,Cloris Leachman,107216.33733176117,True
7,6,percent,Susan Lucci,139334.6336306474,False
7,6,percent,Cody Linley,146995.67932739234,False
7,6,percent,Maurice Greene,136627.9316843787,False
7,6,percent,Warren Sapp,151333.2082604746,False
7,6,percent,Lance Bass,154946.85722280826,False
7,6,percent,Brooke Burke,163545.35254253758,False
7,7,percent,Susan Lucci,144812.01036244747,True
7,7,percent,Cody Linley,158517.4525393182,False
7,7,percent,Maurice Greene,163704.7665312447,False
7,7,percent,Warren Sapp,165320.17362775365,False
7,7,percent,Lance Bass,171370.68196210972,False
7,7,percent,Brooke Burke,196274.91497712614,False
7,8,percent,Cody Linley,188344.29289213297,False
7,8,percent,Maurice Greene,188244.29289213294,True
7,8,percent,Warren Sapp,204845.85017565638,False
7,8,percent,Lance Bass,197695.0769829905,False
7,8,percent,Brooke Burke,220870.48705708724,False
7,9,percent,Cody Linley,230042.6648229018,True
7,9,percent,Warren Sapp,246994.10954572598,False
7,9,percent,Lance Bass,268566.3485065478,False
7,9,percent,Brooke Burke,254396.87712482444,False
7,10,percent,Warren Sapp,322501.8868832907,False
7,10,percent,Lance Bass,333008.42957016133,False
7,10,percent,Brooke Burke,344489.68354654795,False
8,1,percent,Gilles Marini,98765.43209876542,False
8,1,percent,Denise Richards,74074.07407407407,False
8,1,percent,David Alan Grier,78189.30041152262,False
8,1,percent,Lawrence Taylor,65843.62139917695,False
8,1,percent,Ty Murray,57613.168724279836,False
8,1,percent,Shawn Johnson,94650.20576131687,False
8,1,percent,Steve Wozniak,53497.94238683127,False
8,1,percent,Belinda Carlisle,69958.84773662551,False
8,1,percent,Chuck Wicks,82304.5267489712,False
8,1,percent,Lil' Kim,86419.75308641975,False
8,1,percent,Steve-O,69958.84773662551,False
8,1,percent,Holly Madison,74074.07407407407,False
8,1,percent,Melissa Rycroft,94650.20576131687,False
8,2,percent,Gilles Marini,100663.41772049786,False
8,2,percent,Denise Richards,77218.49799551554,False
8,2,percent,David Alan Grier,69653.08650280013,False
8,2,percent,Lawrence Taylor,71698.10439150775,False
8,2,percent,Ty Murray,68472.29037794081,False
8,2,percent,Shawn Johnson,92166.77184807234,False
8,2,percent,Steve Wozniak,60264.620159969214,False
8,2,percent,Belinda Carlisle,56391.03525430883,True
8,2,percent,Chuck Wicks,78149.73238694243,False
8,2,percent,Lil' Kim,86646.37824297212,False
8,2,percent,Steve-O,71585.37487695037,False
8,2,percent,Holly Madison,70334.75913502144,False
8,2,percent,Melissa Rycroft,96755.93110750124,False
8,3,percent,Gilles Marini,106445.9944538956,False
8,3,percent,Denise Richards,47690.95437462634,True
8,3,percent,David Alan Grier,86502.06745079596,False
8,3,percent,Lawrence Taylor,77674.97064630028,False
8,3,percent,Ty Murray,83602.56506954305,False
8,3,percent,Shawn Johnson,102967.45400969,False
8,3,percent,Steve Wozniak,71413.00161872081,False
8,3,percent,Chuck Wicks,87564.5252686286,False
8,3,percent,Lil' Kim,95875.23088829347,False
8,3,percent,Steve-O,65548.40598526473,False
8,3,percent,Holly Madison,69868.56707999791,False
8,3,percent,Melissa Rycroft,104846.2631542432,False
8,4,percent,Gilles Marini,119395.16140072938,False
8,4,percent,David Alan Grier,90880.9398974537,False
8,4,percent,Lawrence Taylor,79657.19031928788,False
8,4,percent,Ty Murray,97486.53530729542,False
8,4,percent,Shawn Johnson,105112.79092903073,False
8,4,percent,Steve Wozniak,59113.67111273168,True
8,4,percent,Chuck Wicks,91299.35565177059,False
8,4,percent,Lil' Kim,107484.7232002292,False
8,4,percent,Steve-O,68809.59875694678,False
8,4,percent,Holly Madison,64577.36735198811,True
8,4,percent,Melissa Rycroft,116182.66607253643,False
8,5,percent,Gilles Marini,137412.03028631047,False
8,5,percent,David Alan Grier,84096.55103654768,True
8,5,percent,Lawrence Taylor,93720.36056035718,False
8,5,percent,Ty Murray,104159.1890229505,False
8,5,percent,Shawn Johnson,122382.02729812732,False
8,5,percent,Chuck Wicks,107549.92008313577,False
8,5,percent,Lil' Kim,123383.00900301272,False
8,5,percent,Steve-O,103244.1700841667,False
8,5,percent,Melissa Rycroft,124052.74262539166,False
8,6,percent,Gilles Marini,143626.44663961546,False
8,6,percent,Lawrence Taylor,112296.82733423248,False
8,6,percent,Ty Murray,103129.9554746277,False
8,6,percent,Shawn Johnson,137472.68542500003,False
8,6,percent,Chuck Wicks,121319.30387009883,False
8,6,percent,Lil' Kim,144602.949277555,False
8,6,percent,Steve-O,96034.88751179555,True
8,6,percent,Melissa Rycroft,141516.94446707497,False
8,7,percent,Gilles Marini,152301.63436864794,False
8,7,percent,Lawrence Taylor,118700.49024496501,True
8,7,percent,Ty Murray,125199.91192148025,False
8,7,percent,Shawn Johnson,153182.88004202314,False
8,7,percent,Chuck Wicks,143047.7611593655,False
8,7,percent,Lil' Kim,149272.65983276942,False
8,7,percent,Melissa Rycroft,158294.6624307487,False
8,8,percent,Gilles Marini,174973.69478782048,False
8,8,percent,Ty Murray,157593.78236047926,False
8,8,percent,Shawn Johnson,169364.01651345528,False
8,8,percent,Chuck Wicks,153135.21798096574,True
8,8,percent,Lil' Kim,175672.42935067255,False
8,8,percent,Melissa Rycroft,169260.85900660677,False
8,9,percent,Gilles Marini,208580.49228490904,False
8,9,percent,Ty Murray,199712.52852969847,False
8,9,percent,Shawn Johnson,206126.7653204963,False
8,9,percent,Lil' Kim,177140.6184173389,True
8,9,percent,Melissa Rycroft,208439.59544755737,False
8,10,percent,Gilles Marini,266288.8320284136,False
8,10,percent,Ty Murray,228000.8779491462,True
8,10,percent,Shawn Johnson,253755.07501089873,False
8,10,percent,Melissa Rycroft,251955.2150115415,False
8,11,percent,Gilles Marini,336493.14933639544,False
8,11,percent,Shawn Johnson,337547.71084880136,False
8,11,percent,Melissa Rycroft,325959.13981480326,False
9,1,percent,Ashley Hamiliton,46764.79854764617,True
9,1,percent,Debi Mazar,54187.40566465287,False
9,1,percent,Melissa Joan Hart,59113.53345234859,False
9,1,percent,Mark Dacascos,71428.36030880912,False
9,1,percent,Chuck Liddell,54187.40566465287,False
9,1,percent,Natalie Coughlin,66502.23252111339,False
9,1,percent,Louie Vito,66502.23252111339,False
9,1,percent,Michael Irvin,46864.55224125678,False
9,1,percent,Joanna Krupa,83743.92608443777,False
9,1,percent,Kathy Ireland,49261.03157056777,False
9,1,percent,Tom DeLay,49261.03157056777,False
9,1,percent,Macy Gray,46764.79854764617,True
