season,week,celebrity_name,a_mean,a_sd
2,1,Lisa Rinna,0.022751464684679253,0.5290597477248421
2,1,Master P,-0.1531290130776447,0.542527215182729
2,1,Stacy Keibler,-0.25410465836475904,0.5296809168367761
2,1,Tatum O'Neal,0.03966265008567378,0.48084464975381563
2,1,Tia Carrere,-0.048278666903017124,0.5229925571718331
2,2,Drew Lachey,0.09160915260431268,0.505468183678557
2,2,George Hamilton,0.3657918576527082,0.50695233614058
2,2,Giselle Fernandez,0.16033702590067903,0.5049299215468742
2,2,Jerry Rice,0.09535131314939747,0.49698473408051985
2,2,Lisa Rinna,-0.11224320079827481,0.4941048212331764
2,2,Master P,-0.5089468163950168,0.5186066681481678
2,2,Stacy Keibler,0.2021698470906167,0.5077682458524206
2,2,Tatum O'Neal,-0.27276611268700157,0.4728727687066881
2,2,Tia Carrere,-0.049473321050299765,0.4988794213338367
2,3,Drew Lachey,0.3040381475206784,0.5037481349121198
2,3,George Hamilton,0.28175963770069107,0.48501983790649467
2,3,Giselle Fernandez,0.09091744170279237,0.4918093418569209
2,3,Jerry Rice,-0.1356663319613286,0.47630293962031567
2,3,Lisa Rinna,0.01907565411734521,0.4973889040863329
2,3,Master P,-0.9404724191383164,0.5045932015492675
2,3,Stacy Keibler,0.4242796697321545,0.4797669431057393
2,3,Tia Carrere,0.12137650514766195,0.5146972663078495
2,4,Drew Lachey,0.4214346693764411,0.47456580837208173
2,4,George Hamilton,0.20066431424798792,0.4795811594201291
2,4,Jerry Rice,-0.03976924004311536,0.47835897416807555
2,4,Lisa Rinna,0.1340520920404854,0.4959458451227631
2,4,Master P,-1.3361950437819359,0.5201391856304222
2,4,Stacy Keibler,0.5199732647207017,0.49068473205697777
2,4,Tia Carrere,0.2068534716938398,0.48898598257247755
2,5,Drew Lachey,0.5175485407338349,0.49096998046566853
2,5,George Hamilton,0.05849971532533957,0.4687606658478997
2,5,Jerry Rice,-0.21601820224390328,0.4791788520183001
2,5,Lisa Rinna,0.10469073996122487,0.4988983105047188
2,5,Stacy Keibler,0.8573962631554672,0.5220385392019217
2,5,Tia Carrere,-0.09004428309145662,0.4874275490630361
2,6,Drew Lachey,0.6845181971367436,0.48086971300258036
2,6,George Hamilton,-0.22350180806875172,0.453898751258439
2,6,Jerry Rice,-0.4292841268757451,0.47034037804002926
2,6,Lisa Rinna,0.11201392060082119,0.4854486715125345
2,6,Stacy Keibler,0.957206471317823,0.5077645524747393
2,7,Drew Lachey,0.7509714617693659,0.48982309281341074
2,7,Jerry Rice,-0.7295473873688072,0.46649701442066416
2,7,Lisa Rinna,0.1692132381570079,0.46003823099743724
2,7,Stacy Keibler,0.9808932289259751,0.4994330886409225
2,8,Drew Lachey,0.826929233204929,0.48272194157045945
2,8,Jerry Rice,-0.9050299034415009,0.47381585149434646
2,8,Stacy Keibler,0.9302063245834942,0.5021041521319547
3,1,Emmitt Smith,-0.006451444400925296,0.52219670348851
3,1,Harry Hamlin,0.272675251723166,0.48999678074733094
3,1,Jerry Springer,0.3902078981332993,0.54746808125328
3,1,Joey Lawrence,-0.10261463468040137,0.5025476720392452
3,1,Mario Lopez,-0.09592550174235859,0.49882945793548605
3,1,Monique Coleman,-0.22198483210010703,0.5172539922036992
3,1,Sara Evans,-0.0237741159633495,0.5182381224572662
3,1,Shanna Moakler,-0.15246734900456785,0.5326000659995622
3,1,Tucker Carlson,-0.05212418687978463,0.5435308032197022
3,1,Vivica A. Fox,0.02764676752666338,0.5171909726974454
3,1,Willa Ford,-0.1880565220855207,0.511357745326237
3,2,Emmitt Smith,0.0711156174785007,0.49504240349215783
3,2,Harry Hamlin,0.05405085209118517,0.49538077049847523
3,2,Jerry Springer,-0.01030987568487852,0.5325376905185373
3,2,Joey Lawrence,0.42879837934525644,0.49328161642365986
3,2,Mario Lopez,-0.2627345002107254,0.48938440870026223
3,2,Monique Coleman,0.0838166236792747,0.509703944769327
3,2,Sara Evans,-0.18757802504287446,0.5141799159314986
3,2,Shanna Moakler,-0.22352288313910942,0.5421235949953663
3,2,Vivica A. Fox,0.0597934977463551,0.510267850671853
3,2,Willa Ford,-0.1708187757843678,0.4961014711579854
3,3,Emmitt Smith,-0.30062820201060614,0.4893112625635653
3,3,Harry Hamlin,-0.0474390300112614,0.4961472429590309
3,3,Jerry Springer,-0.184074199864558,0.5287991664308233
3,3,Joey Lawrence,0.2505667499393747,0.5091318846473643
3,3,Mario Lopez,-0.3015589163231658,0.46488104890477694
3,3,Monique Coleman,0.4430049528669742,0.5026512300217326
3,3,Sara Evans,0.011896502050709483,0.4832636713688322
3,3,Vivica A. Fox,0.4123993484068611,0.49664403117432243
3,3,Willa Ford,-0.24941067885270513,0.4867514570610206
3,4,Emmitt Smith,-0.3260748458424643,0.4953604823920051
3,4,Jerry Springer,-0.4020840895376102,0.5215889137568712
3,4,Joey Lawrence,0.3885113230202133,0.4965020004728088
3,4,Mario Lopez,0.08846920700476665,0.4620050831171978
3,4,Monique Coleman,0.3176957720959722,0.48553966479974026
3,4,Sara Evans,-0.3825360016875909,0.4758863421525598
3,4,Vivica A. Fox,0.2742186895221064,0.5038092922533431
3,4,Willa Ford,0.03369288350105435,0.48204843061913694
3,5,Emmitt Smith,-0.08287792511738876,0.4845558515794281
3,5,Jerry Springer,-0.657288140316598,0.5271018193951473
3,5,Joey Lawrence,0.17230857414135703,0.48852037983061447
3,5,Mario Lopez,0.29056870698522297,0.4444415877591486
3,5,Monique Coleman,0.461555221533615,0.46732570979818194
3,5,Sara Evans,-0.6482201672806731,0.486003292805307
3,5,Willa Ford,0.21158087845940435,0.48466147796462317
3,6,Emmitt Smith,0.025133375780221102,0.47438583007029433
3,6,Jerry Springer,-0.9118665984394553,0.5041150848120873
3,6,Joey Lawrence,0.18294457308089476,0.48011248339392615
3,6,Mario Lopez,0.5537566993166114,0.471157859320917
3,6,Monique Coleman,0.3724961155035166,0.46368253509507806
3,7,Emmitt Smith,0.15894825759710016,0.4765131567357488
3,7,Jerry Springer,-1.1976710627517295,0.5111686723314892
3,7,Joey Lawrence,0.3145555645267015,0.5040158047133788
3,7,Mario Lopez,0.5902287528547129,0.4581196556990562
3,7,Monique Coleman,0.31376773447618983,0.47529524399033896
3,8,Emmitt Smith,0.059751542263745586,0.43799783631373645
3,8,Joey Lawrence,0.21351033615507262,0.4966562697823214
3,8,Mario Lopez,0.8574655065056904,0.46264726323218264
3,8,Monique Coleman,0.043551310834013215,0.46750558611871573
3,9,Emmitt Smith,0.03246166548505001,0.468181332841934
3,9,Joey Lawrence,0.2008612314787432,0.47427193555061165
3,9,Mario Lopez,0.7283396099168933,0.45170237875368263
3,10,Emmitt Smith,0.04179449015407057,0.4564545087286821
3,10,Mario Lopez,0.6478830958599905,0.4429985162182265
4,1,Apolo Anton Ohno,-0.2818561604604638,0.561938972800665
4,1,Billy Ray Cyrus,0.10547136799417733,0.4997457474559677
4,1,Clyde Drexler,0.13078438999452602,0.5116635149045224
4,1,Heather Mills,-0.015161861117540691,0.5365127311966486
4,1,Ian Ziering,0.09869186499252044,0.5215471580909327
4,1,Joey Fatone,-0.18098965027670866,0.5403841287233558
4,1,John Ratzenberger,0.3710200891323663,0.5343227666763627
4,1,Laila Ali,-0.11883501157397108,0.535715593235839
4,1,Leeza Gibbons,0.20746353057555283,0.5499159264824088
4,1,Paulina Porizkova,0.13239042672711604,0.5216188195089312
4,1,Shandi Finnessey,-0.15281889618441893,0.5466209750390941
4,2,Apolo Anton Ohno,0.11681713699459531,0.5132796496691905
4,2,Billy Ray Cyrus,-0.016056951380095268,0.5049518744051942
4,2,Clyde Drexler,-0.29086350467501765,0.5121927136307175
4,2,Heather Mills,0.16643031944130368,0.5174708574452107
4,2,Ian Ziering,0.08244576237137363,0.4841543760597102
4,2,Joey Fatone,0.03103704242885486,0.5261685552763359
4,2,John Ratzenberger,0.20167957623886992,0.5455306746387909
4,2,Laila Ali,0.34119568540128,0.526400192996825
4,2,Leeza Gibbons,0.05350965414257543,0.5359762923308635
4,2,Paulina Porizkova,-0.003833554859163761,0.5066742017480113
4,2,Shandi Finnessey,-0.3514340767225238,0.5641408975572678
4,3,Apolo Anton Ohno,0.21652308258109026,0.5153008529149877
4,3,Billy Ray Cyrus,-0.09220385244813559,0.4808086965483607
4,3,Clyde Drexler,-0.8125548079332099,0.5047781285905018
4,3,Heather Mills,0.36339818613379715,0.523951657152092
4,3,Ian Ziering,0.2822915919882164,0.4742398146430061
4,3,Joey Fatone,0.23336335203109376,0.4947975913539464
4,3,John Ratzenberger,-0.0166553998173897,0.5384890150754924
4,3,Laila Ali,0.1737904796786389,0.5129177881142216
4,3,Leeza Gibbons,0.24215286112570852,0.5305191067543463
4,3,Shandi Finnessey,-0.4109075766607582,0.5572033503510757
4,4,Apolo Anton Ohno,0.4710436668149432,0.5007381347038089
4,4,Billy Ray Cyrus,-0.09365107833757148,0.4671232565999014
4,4,Clyde Drexler,-1.0358223540222846,0.4919676738958923
4,4,Heather Mills,0.40543056989234943,0.5299738196357364
4,4,Ian Ziering,0.4059968501099917,0.472068880719978
4,4,Joey Fatone,0.5576680204441987,0.46658998956822406
4,4,John Ratzenberger,-0.29646900660469505,0.5060821208568643
4,4,Laila Ali,0.14265666320247758,0.5276995786207087
4,4,Leeza Gibbons,-0.07443585644794316,0.5192095274671363
4,5,Apolo Anton Ohno,0.7613693718880249,0.5010005049166614
4,5,Billy Ray Cyrus,-0.29564038009663246,0.4697443770302922
4,5,Clyde Drexler,-1.2538929558323442,0.49949012883364013
4,5,Heather Mills,0.29943372440041044,0.5089453524756703
4,5,Ian Ziering,0.44599133409882835,0.4749683027078893
4,5,Joey Fatone,0.5924332150921756,0.48206805939325365
4,5,John Ratzenberger,-0.4316086669198566,0.5043079174975481
4,5,Laila Ali,0.37953184949432606,0.5042565285862678
4,6,Apolo Anton Ohno,0.9289400683695518,0.4910973331231048
4,6,Billy Ray Cyrus,-0.4962479404052665,0.47887467237557046
4,6,Heather Mills,0.18460108212131635,0.4909543314517793
4,6,Ian Ziering,0.3842292232953543,0.45127199185778055
4,6,Joey Fatone,0.6879967337681024,0.47252000471092026
4,6,John Ratzenberger,-0.7521201763646919,0.5046425345428095
4,6,Laila Ali,0.5854823608113867,0.5188887951173434
4,7,Apolo Anton Ohno,0.8504747798850542,0.48569065421483865
4,7,Billy Ray Cyrus,-0.8269110401553367,0.4543253008837979
4,7,Ian Ziering,0.40642094717310795,0.4806430733491714
4,7,Joey Fatone,0.8032788929492934,0.4810060937804592
4,7,John Ratzenberger,-0.8244204149002191,0.48744495711039926
4,7,Laila Ali,0.7230928663207454,0.5212860006145313
4,8,Apolo Anton Ohno,0.9719036649577681,0.48216269807654105
4,8,Billy Ray Cyrus,-1.079177288582446,0.4316326122862426
4,8,Ian Ziering,0.24698191926988863,0.47342045284086093
4,8,Joey Fatone,0.8315385338684532,0.4775284143743796
4,8,Laila Ali,0.6943960680087918,0.49901579464244106
4,9,Apolo Anton Ohno,0.762255212239223,0.4712268933164988
4,9,Ian Ziering,-0.1068673650083575,0.4733870452127563
4,9,Joey Fatone,0.9245892967876705,0.4752205509301394
4,9,Laila Ali,0.7735100860160231,0.500736819372763
4,10,Apolo Anton Ohno,0.9320152088797498,0.4716581415996635
4,10,Joey Fatone,0.7344067998503193,0.4724169649148225
4,10,Laila Ali,0.43423976939581754,0.49703052554329263
5,1,Albert Reed,-0.23287301907689842,0.5350978415539859
5,1,Cameron Mathison,-0.005267526744320274,0.5305228526842091
5,1,Floyd Mayweather Jr. ,-0.10132378611844045,0.5000916766299076
5,1,Helio Castroneves,-0.08248140399682947,0.5197726754635958
5,1,Jane Seymour,0.24334115417249105,0.51139655964527
5,1,Jennie Garth,-0.058542453739395706,0.4958865343152921
5,1,Josie Maran,-0.16903157361871765,0.5114110099830101
5,1,Marie Osmond,0.13407901777298578,0.5351001533151615
5,1,Mark Cuban,0.1477594551646694,0.5541775213609409
5,1,Mel B,-0.060737436442849645,0.5040220282971625
5,1,Sabrina Bryan,-0.25067429595547047,0.4944016228586961
5,1,Wayne Newton,0.4047378321318803,0.5070457028737605
5,2,Albert Reed,-0.22926269270274455,0.5314672230836113
5,2,Cameron Mathison,-0.05765726477300553,0.5076144793567444
5,2,Floyd Mayweather Jr. ,-0.12325118573789019,0.47661813906381256
5,2,Helio Castroneves,0.3029690031544533,0.5324016376235808
5,2,Jane Seymour,0.14083790791618522,0.47685525712525684
5,2,Jennie Garth,-0.1084273763063415,0.5000705635595849
5,2,Marie Osmond,0.29195370584227365,0.5136826323691499
5,2,Mark Cuban,-0.10713751807553344,0.5356889960663805
5,2,Mel B,0.06057266352299753,0.5102928723698732
5,2,Sabrina Bryan,0.07760461252223562,0.47947806152642436
5,2,Wayne Newton,-0.1538431101350473,0.5215256213142905
5,3,Cameron Mathison,-0.12099790765056824,0.5044224030822071
5,3,Floyd Mayweather Jr. ,-0.3303396299525676,0.4867997000264455
5,3,Helio Castroneves,0.2718130348065115,0.494490990058574
5,3,Jane Seymour,0.3599470566331027,0.48103301118244235
5,3,Jennie Garth,0.06468662028597304,0.48460160880529973
5,3,Marie Osmond,0.4301159290006316,0.5132824798764365
5,3,Mark Cuban,-0.4277862537404982,0.5154720677281771
5,3,Mel B,0.27910525081932636,0.4773560698970753
5,3,Sabrina Bryan,0.313983600543732,0.4495347100829658
5,3,Wayne Newton,-0.5847950864838254,0.5106711467556986
5,4,Cameron Mathison,0.00023520001249552374,0.4939348912584736
5,4,Floyd Mayweather Jr. ,-0.6171360724454726,0.48681694370317546
5,4,Helio Castroneves,0.34287288419166434,0.4755169435346812
5,4,Jane Seymour,0.30398590775437645,0.4724226766726327
5,4,Jennie Garth,0.16271678709544743,0.46822383110201565
5,4,Marie Osmond,0.3734773071539484,0.5073166818489151
5,4,Mark Cuban,-0.8032219178585548,0.49718277920539394
5,4,Mel B,0.2347545489073146,0.48289695654820025
5,4,Sabrina Bryan,0.7131547908729079,0.45833902434319673
5,5,Cameron Mathison,0.12159148799854634,0.4514730520261043
5,5,Helio Castroneves,0.1455321962862059,0.5044383429139978
5,5,Jane Seymour,0.3642731528721349,0.45817308774313165
5,5,Jennie Garth,0.14680624303595935,0.46511271538204024
5,5,Marie Osmond,-0.00596355216636985,0.5306449777376547
5,5,Mark Cuban,-0.9892309177216614,0.494927642518137
5,5,Mel B,0.5505652423976092,0.5107143505673408
5,5,Sabrina Bryan,0.8691278762056152,0.45340506925776825
5,6,Cameron Mathison,0.07257257207230085,0.4583446951581156
5,6,Helio Castroneves,0.3226366295759874,0.5002126536496175
5,6,Jane Seymour,-0.023374246514377535,0.4662735585297436
5,6,Jennie Garth,0.2521526854186673,0.46290651248233367
5,6,Marie Osmond,-0.2625961484357873,0.49352602831146125
5,6,Mel B,0.8366608579156425,0.4998715702974663
5,6,Sabrina Bryan,0.6692311232118697,0.45311689050197007
5,7,Cameron Mathison,-0.14589497200207072,0.4746337012308385
5,7,Helio Castroneves,0.2669818403022896,0.4755779708254742
5,7,Jane Seymour,-0.3707132060040605,0.46494358204544833
5,7,Jennie Garth,0.3962419097885209,0.4778696240187798
5,7,Marie Osmond,-0.19552211080462384,0.5075171091616494
5,7,Mel B,1.0325478805610573,0.5021175622100396
5,8,Cameron Mathison,-0.23115721561919444,0.4835806871142992
5,8,Helio Castroneves,0.5333619300412868,0.4771947092824405
5,8,Jennie Garth,0.1518317216645798,0.4811685484907557
5,8,Marie Osmond,-0.3964682136148057,0.5269583573604945
5,8,Mel B,1.1059516188838512,0.483439079313002
5,9,Helio Castroneves,0.6611496270214191,0.4709283240110896
5,9,Jennie Garth,0.05265462472635406,0.48374440082780246
5,9,Marie Osmond,-0.6606925449905051,0.5351904583388466
5,9,Mel B,1.1611206350307852,0.4862978283718878
5,10,Helio Castroneves,0.6972031166796729,0.4872123851646139
5,10,Marie Osmond,-0.8561457688900583,0.5085959325018944
5,10,Mel B,1.1203852300119854,0.47630609352616043
6,1,Adam Carolla,0.0776855511840367,0.527031062573105
6,1,Cristian de la Fuente,-0.06894026004226482,0.5178133074136635
6,1,Jason Taylor,-0.12969733868793623,0.5391628697385872
6,1,Kristi Yamaguchi,-0.08630491117786429,0.5250112067723189
6,1,Mario,-0.33443452571462345,0.5660573654120916
6,1,Marissa Jaret Winokur,-0.09739350975441842,0.5601452241213607
6,1,Marlee Matlin,0.014678837567333802,0.4963532767788614
6,1,Monica Seles,-0.14162403885182562,0.5403820699629283
6,1,Penn Jillette,0.23205370224651276,0.5098733851587278
6,1,Priscilla Presley,0.40218668766468696,0.5185500108584309
6,1,Shannon Elizabeth,-0.09567188813287451,0.539246569691417
6,1,Steve Guttenberg,0.14305505444449426,0.5093490028122161
6,2,Adam Carolla,-0.0828656417594603,0.5228914451391217
6,2,Cristian de la Fuente,-0.15017914953034867,0.4933117515496752
6,2,Jason Taylor,0.22641332353460508,0.5253581238364424
6,2,Kristi Yamaguchi,0.23238146190277006,0.4871896354781822
6,2,Mario,-0.009862823348316346,0.5657340204868542
6,2,Marissa Jaret Winokur,-0.08405331292300393,0.5497328109573661
6,2,Marlee Matlin,0.15725126390194505,0.49740929173984133
6,2,Monica Seles,-0.5293534262609285,0.5314605822869097
6,2,Penn Jillette,-0.08109651357695438,0.5194073114791538
6,2,Priscilla Presley,0.3248827437475887,0.5016504313709803
6,2,Shannon Elizabeth,0.06990600757528931,0.5407386757010033
6,2,Steve Guttenberg,-0.2032977381574286,0.4926989983058343
6,3,Adam Carolla,-0.2478333895889115,0.5280201502519637
6,3,Cristian de la Fuente,0.09611723005825537,0.4834728830919062
6,3,Jason Taylor,0.20152265422329663,0.51714813877948
6,3,Kristi Yamaguchi,0.5960950952181718,0.48468519843491753
6,3,Mario,-0.1922534409266642,0.5374075963188066
6,3,Marissa Jaret Winokur,-0.4395071100192945,0.5303262865682571
6,3,Marlee Matlin,-0.024132934201089286,0.4867232319420138
6,3,Priscilla Presley,0.5739958722959924,0.5110675307989234
6,3,Shannon Elizabeth,0.1934562803758112,0.5207570384394199
6,3,Steve Guttenberg,-0.34476904037201145,0.46361464528462143
6,4,Adam Carolla,-0.6648703950963136,0.5142363198929031
6,4,Cristian de la Fuente,0.15170961089662516,0.49237072572242174
6,4,Jason Taylor,0.4865244804110473,0.49060329751451404
6,4,Kristi Yamaguchi,0.8243289440148732,0.4700182972484992
6,4,Mario,-0.2370899705527324,0.5059181137132766
6,4,Marissa Jaret Winokur,-0.426529607785203,0.5234568282799331
6,4,Marlee Matlin,-0.10579481411088396,0.5134146588701115
6,4,Priscilla Presley,0.2529338620909573,0.514965405067087
6,4,Shannon Elizabeth,0.3949997627125079,0.5145482193799163
6,5,Cristian de la Fuente,-0.014926715741388173,0.49513116025817444
6,5,Jason Taylor,0.6329175302503446,0.4889692996071392
6,5,Kristi Yamaguchi,1.0920649435273535,0.4731868481259132
6,5,Mario,0.021482841187527982,0.4957863300735486
6,5,Marissa Jaret Winokur,-0.41102736176696303,0.5116303895089003
6,5,Marlee Matlin,-0.3103709963775126,0.5013919132260509
6,5,Priscilla Presley,-0.08093020881309453,0.5018165535359876
6,5,Shannon Elizabeth,0.21979264272717305,0.4869283605322127
6,6,Cristian de la Fuente,0.07861764424504343,0.49995582043188863
6,6,Jason Taylor,0.42615437515548005,0.5083192160353021
6,6,Kristi Yamaguchi,1.3109622967250554,0.4746147697064882
6,6,Mario,0.16764629737984524,0.48436977847864976
6,6,Marissa Jaret Winokur,-0.33347973627006516,0.49414476739627977
6,6,Marlee Matlin,-0.6455866945911206,0.48642534851729125
6,6,Shannon Elizabeth,0.06738244828609963,0.4718035807032253
6,7,Cristian de la Fuente,-0.3702058544998184,0.5056725409196762
6,7,Jason Taylor,0.6551804051909146,0.49707840490405997
6,7,Kristi Yamaguchi,1.3142437230602466,0.4818558050908365
6,7,Mario,0.1126000393846973,0.4890028503518657
6,7,Marissa Jaret Winokur,-0.2566869853204906,0.4798137792660843
6,7,Shannon Elizabeth,0.014229872968450966,0.450818012327975
6,8,Cristian de la Fuente,0.0249660850220228,0.4636980617050662
6,8,Jason Taylor,0.43617812973958736,0.47810983390186423
6,8,Kristi Yamaguchi,1.2913166893766814,0.4913235761291277
6,8,Mario,0.053036811990181974,0.48076851373245266
6,8,Marissa Jaret Winokur,-0.530267948384941,0.47254343963118633
6,9,Cristian de la Fuente,0.14830661910013093,0.4591309576360289
6,9,Jason Taylor,0.3560037117225001,0.48286205957465894
6,9,Kristi Yamaguchi,1.3189593260214652,0.4938155639015551
6,9,Marissa Jaret Winokur,-0.8195335189944682,0.48400885316304504
6,10,Cristian de la Fuente,-0.13319557040954108,0.48757378760012116
6,10,Jason Taylor,0.33825237548654286,0.4709866874889503
6,10,Kristi Yamaguchi,1.3292772005773728,0.5036816479655
7,1,Brooke Burke,-0.049354136399290045,0.5403149777692475
7,1,Cloris Leachman,0.5139017574165616,0.5047861736773146
7,1,Cody Linley,-0.2594846129742804,0.5177050005116364
7,1,Jeffrey Ross,0.0016812060290415124,0.5170671113818222
7,1,Kim Kardashian,-0.17512569627956814,0.5056323780524704
7,1,Lance Bass,-0.12168981195299963,0.5572299244063326
7,1,Maurice Greene,-0.08553991897763882,0.5255022579741409
7,1,Misty May-Treanor,-0.09049361169084526,0.5354728118500303
7,1,Rocco DiSpirito,0.036654303310334625,0.5343263960865094
7,1,Susan Lucci,0.19038519054309003,0.5429966299801077
7,1,Ted McGinley,0.08776627472468052,0.5162356814558176
7,1,Toni Braxton,0.022013383908539574,0.5349322862275498
7,1,Warren Sapp,-0.08919890579438082,0.5002358335677726
7,2,Brooke Burke,0.2941956945778917,0.5198696163378259
7,2,Cloris Leachman,0.01831298312974884,0.5131465096182551
7,2,Cody Linley,-0.15970571136270556,0.5131437505801588
7,2,Kim Kardashian,-0.41438718375566197,0.49733167981212956
7,2,Lance Bass,-0.098550966458918,0.5384870153370988
7,2,Maurice Greene,-0.1237639825724953,0.5058883983244457
7,2,Misty May-Treanor,0.008309535822601827,0.508168198044388
7,2,Rocco DiSpirito,-0.26423943803414557,0.5344409846871706
7,2,Susan Lucci,0.2390363120348734,0.5313043257792179
7,2,Toni Braxton,0.2598687044832219,0.506589116022616
7,2,Warren Sapp,0.2640031970314371,0.48324257743698956
7,3,Brooke Burke,0.6741205762266683,0.4992677789805177
7,3,Cloris Leachman,-0.427290699729704,0.48349150114314354
7,3,Cody Linley,-0.2224935368610386,0.4974599114199159
7,3,Lance Bass,-0.10102347017404044,0.5555683769040568
7,3,Maurice Greene,0.009785196456444958,0.5010310844459507
7,3,Rocco DiSpirito,-0.3892087837015454,0.5199868580395637
7,3,Susan Lucci,0.1489312871740844,0.5153071630155711
7,3,Toni Braxton,0.2171936377172586,0.49740664676036395
7,3,Warren Sapp,0.45503254991062314,0.49352934552827793
7,4,Brooke Burke,0.9133323698052275,0.49156562070813486
7,4,Cloris Leachman,-0.3997506886230662,0.4569625922564005
7,4,Cody Linley,-0.16411662668164925,0.49430632148058284
7,4,Lance Bass,0.2460022003105345,0.5406709428230286
7,4,Maurice Greene,-0.23552720186228024,0.48500420851418885
7,4,Rocco DiSpirito,-0.7945046039499543,0.5224136742429121
7,4,Susan Lucci,0.28315497187375976,0.5421449568668341
7,4,Toni Braxton,0.12804054086614006,0.47813966913678724
7,4,Warren Sapp,0.31534947779936123,0.4759465010420927
7,5,Brooke Burke,1.119968502067379,0.49610174115415967
7,5,Cloris Leachman,-0.6077620519938769,0.4463581949023576
7,5,Cody Linley,0.12225573739129414,0.4872616522851695
7,5,Lance Bass,-0.06211590460225946,0.5375801842811613
7,5,Maurice Greene,-0.003214463589620823,0.4864974985207761
7,5,Susan Lucci,0.07291378956700824,0.539700433768306
7,5,Toni Braxton,-0.07845352083492098,0.4851942130890929
7,5,Warren Sapp,0.3112551309408915,0.4668069666297273
7,6,Brooke Burke,1.1531906167639603,0.4862004052174269
7,6,Cloris Leachman,-0.999356086795588,0.44695941112237725
7,6,Cody Linley,0.10206266537025738,0.478731457248954
7,6,Lance Bass,0.205942482049538,0.5325931914667887
7,6,Maurice Greene,-0.10700468712677143,0.47395219629236424
7,6,Susan Lucci,0.06331254632535711,0.530939998456376
7,6,Warren Sapp,0.4120952829825185,0.4683114838659366
7,7,Brooke Burke,1.3959753943646018,0.4788300490539403
7,7,Cody Linley,-0.1156659396717748,0.48051830429020104
7,7,Lance Bass,0.2410093456058706,0.5106224512730836
7,7,Maurice Greene,-0.04611964803853316,0.45798164094777216
7,7,Susan Lucci,0.000234168648806737,0.4904851087404247
7,7,Warren Sapp,0.089778781714783,0.485153834411249
7,8,Brooke Burke,1.5216382689686085,0.4836539131487052
7,8,Cody Linley,-0.33932929503911907,0.48062765274050484
7,8,Lance Bass,0.12969842830068148,0.5065751762839108
7,8,Maurice Greene,-0.2597826638286114,0.4527959274103031
7,8,Warren Sapp,0.302886899435902,0.4461641376303449
7,9,Brooke Burke,1.2198710871226242,0.47463720300118595
7,9,Cody Linley,-0.5027035850654655,0.48673871734906926
7,9,Lance Bass,0.46006074624270876,0.5129875927846043
7,9,Warren Sapp,0.1964054607144008,0.46174610077618633
7,10,Brooke Burke,1.3569073061941461,0.4594815294039599
7,10,Lance Bass,0.24590775630334097,0.4699501355249672
7,10,Warren Sapp,0.0445878692432468,0.46266102314731344
8,1,Belinda Carlisle,0.22582105930175672,0.5509880456777841
8,1,Chuck Wicks,-0.152061480703342,0.5098580110053174
8,1,David Alan Grier,0.277599350814986,0.5882649144091507
8,1,Denise Richards,-0.0198885908272244,0.5000996232338002
8,1,Gilles Marini,-0.10550223156738167,0.522594487332509
8,1,Holly Madison,-0.10747834296949817,0.5094713326538585
8,1,Lawrence Taylor,0.2610110902318744,0.5452843627254321
8,1,Lil' Kim,-0.04648234196407755,0.5432169781033377
8,1,Melissa Rycroft,-0.17125580967939072,0.5559070647134956
